BirdID	Cohort	CaptureDate	CaptureTime	Year	Tarsus	Bill	Wing	Mass	Sex	Sex
4467	2000	02-Oct-00	NA	2000	18.20000076	NA	78	27.70000076	1	male
4467	2000	03-Oct-00	NA	2000	18	NA	77	29.79999924	1	male
4467	2000	04-Oct-00	NA	2000	NA	NA	NA	NA	1	male
4467	2000	25-May-01	NA	2001	18.10000038	NA	80	27.60000038	1	male
4467	2000	11-Oct-01	NA	2001	17	NA	78	27.29999924	1	male
4467	2000	07-Jul-03	17:10	2003	18.60000038	14.19999981	78	28.25	1	male
4468	2000	28-Apr-00	NA	2000	19	NA	78	31.60000038	0	female
4468	2000	26-Jun-00	NA	2000	19.10000038	NA	76	31	0	female
4468	2000	02-Oct-00	NA	2000	20	NA	75	33.09999847	0	female
4468	2000	14-Apr-01	NA	2001	20	NA	80	29.39999962	0	female
4468	2000	15-Jun-01	NA	2001	19.60000038	NA	78	28.29999924	0	female
4469	2000	28-Apr-00	NA	2000	17.29999924	NA	79	27.10000038	1	male
4469	2000	02-Oct-00	NA	2000	17.79999924	NA	78	28.79999924	1	male
4470	2000	28-Apr-00	NA	2000	15.80000019	NA	78	26.60000038	1	male
4470	2000	03-Oct-00	NA	2000	19.20000076	NA	77	25.60000038	1	male
4470	2000	14-Apr-01	NA	2001	16.79999924	NA	78	25.39999962	1	male
4470	2000	15-Jun-01	NA	2001	17.29999924	NA	77	NA	1	male
4470	2000	11-Oct-01	NA	2001	15.80000019	NA	78	24.70000076	1	male
4471	2000	28-Apr-00	NA	2000	18.79999924	NA	77	29.79999924	0	female
4472	2000	28-Apr-00	NA	2000	18.10000038	NA	76	26.10000038	0	female
4473	2000	28-Apr-00	NA	2000	18.29999924	NA	78	29.70000076	1	male
4474	2000	28-Apr-00	NA	2000	18.60000038	NA	83	30.60000038	1	male
4475	2000	28-Apr-00	NA	2000	19.70000076	NA	81	28.89999962	1	male
4476	2000	28-Apr-00	NA	2000	18.60000038	NA	81	28.20000076	1	male
4477	2000	28-Apr-00	NA	2000	18.70000076	NA	77	29.70000076	1	male
4477	2000	14-Jun-01	NA	2001	19.5	NA	79	29.60000038	1	male
4477	2000	21-Mar-02	NA	2002	18.70000076	NA	78	29.5	1	male
4478	2000	28-Apr-00	NA	2000	19	NA	78	29.39999962	1	male
4479	2000	28-Apr-00	NA	2000	18.39999962	NA	79	27.5	1	male
4479	2000	11-Aug-04	07:50	2004	18.5	NA	80	28.39999962	1	male
4480	2000	28-Apr-00	NA	2000	17	NA	76	25.89999962	1	male
4480	2000	04-Oct-00	NA	2000	17.89999962	NA	75	26	1	male
4480	2000	13-Apr-01	NA	2001	18.5	NA	76	24.89999962	1	male
4481	2000	28-Apr-00	NA	2000	19.10000038	NA	78	29.79999924	1	male
4482	2000	28-Apr-00	NA	2000	18.10000038	NA	80	26.79999924	1	male
4482	2000	18-Aug-00	NA	2000	19	NA	81	27	1	male
4482	2000	04-Oct-00	NA	2000	18.29999924	NA	78	30.39999962	1	male
4482	2000	05-Oct-00	NA	2000	18.70000076	NA	76	28.29999924	1	male
4482	2000	11-Oct-01	NA	2001	17.60000038	NA	80	29.70000076	1	male
4483	2000	28-Apr-00	NA	2000	19.20000076	NA	78	28.10000038	1	male
4483	2000	25-Jul-00	NA	2000	19	NA	79	27.20000076	1	male
4483	2000	23-Jun-01	NA	2001	17.79999924	NA	81	27.29999924	1	male
4484	2000	28-Apr-00	NA	2000	19.39999962	NA	78	28.70000076	1	male
4485	2000	28-Apr-00	NA	2000	18.5	NA	79	30.39999962	1	male
4486	2000	28-Apr-00	NA	2000	19.39999962	NA	81	29.89999962	1	male
4486	2000	28-Jun-00	NA	2000	20.20000076	NA	81	32.59999847	1	male
4487	2000	28-Apr-00	NA	2000	18	NA	77	27.70000076	1	male
4488	2000	28-Apr-00	NA	2000	18.89999962	NA	73	28.20000076	0	female
4489	2000	28-Apr-00	NA	2000	19	NA	77	29.10000038	0	female
4489	2000	26-Jun-00	NA	2000	19.60000038	NA	77	29.70000076	0	female
4489	2000	27-May-01	NA	2001	19.79999924	NA	78	29.60000038	0	female
4490	2000	28-Apr-00	NA	2000	19.5	NA	79	28	1	male
4491	2000	28-Apr-00	NA	2000	17.89999962	NA	78	24.29999924	0	female
4492	2000	28-Apr-00	NA	2000	18.10000038	NA	74	26.70000076	0	female
4493	2000	28-Apr-00	NA	2000	19	NA	72	29.10000038	0	female
4494	2000	28-Apr-00	NA	2000	19.20000076	NA	76	30.60000038	0	female
4494	2000	04-Oct-00	NA	2000	19.5	NA	76	30.89999962	0	female
4494	2000	25-May-01	NA	2001	19.39999962	NA	79	28.89999962	0	female
4495	2000	24-Mar-00	NA	2000	17.60000038	NA	73	26.5	0	female
4495	2000	04-Oct-00	NA	2000	16.89999962	NA	76	26.79999924	0	female
4495	2000	14-Apr-01	NA	2001	17.10000038	NA	75	26.89999962	0	female
4495	2000	28-May-01	NA	2001	17.10000038	NA	75	26.79999924	0	female
4495	2000	20-Mar-02	NA	2002	16.79999924	NA	75	27.39999962	0	female
4496	2000	28-May-00	NA	2000	18	NA	77	27.5	0	female
4496	2000	02-Oct-00	NA	2000	17.70000076	NA	75	30.39999962	0	female
4497	2000	14-Jun-00	NA	2000	18.29999924	NA	76	27.39999962	0	female
4497	2000	03-Oct-00	NA	2000	17.60000038	NA	75	28.39999962	0	female
4497	2000	05-Oct-00	NA	2000	17.20000076	NA	75	27.79999924	0	female
4497	2000	15-Jun-03	04:30	2003	17.79999924	13	74	26.25	0	female
4497	2000	12-Jun-04	19:00	2004	17.79999924	13.5	75	27.79999924	0	female
4498	2000	15-Jun-00	NA	2000	19.10000038	NA	77	28.10000038	0	female
4498	2000	31-May-01	NA	2001	18.5	NA	79	29.20000076	0	female
4	2001	24-Jul-02	NA	2002	16.89999962	NA	76	23.60000038	0	female
11	2001	12-Oct-01	NA	2001	16.79999924	NA	76	27.5	1	male
11	2001	24-May-02	NA	2002	17.20000076	NA	76	28.10000038	1	male
11	2001	14-Aug-03	17:00	2003	17.5	13.5	76	27.75	1	male
11	2001	07-Mar-04	07:10	2004	17.79999924	13.39999962	77	26.5	1	male
11	2001	09-Mar-04	09:06	2004	17.70000076	13.10000038	78	26	1	male
11	2001	22-May-04	18:00	2004	17.5	13.30000019	77	27.70000076	1	male
11	2001	25-May-04	11:10	2004	17.79999924	13.10000038	77	26.60000038	1	male
11	2001	05-Jul-04	08:50	2004	17.79999924	13.10000038	77	26.60000038	1	male
11	2001	21-Jul-05	12:45	2005	17.70000076	13.30000019	77	26.60000038	1	male
11	2001	17-Nov-05	21:20	2005	18	13.19999981	78	26.39999962	1	male
13	2001	11-Oct-01	NA	2001	15.69999981	NA	78	25.35000038	1	male
16	2001	28-May-02	NA	2002	18.79999924	NA	79	29.89999962	1	male
22	2001	29-Jun-02	NA	2002	17.70000076	NA	76	27.5	1	male
22	2001	16-Jun-03	15:20	2003	18.10000038	12.5	76	29.25	1	male
22	2001	11-Mar-04	07:15	2004	18	12.69999981	76	26.70000076	1	male
22	2001	27-May-04	07:00	2004	18.20000076	13	75	25.70000076	1	male
22	2001	08-Jun-04	07:50	2004	18	13	76	26.39999962	1	male
22	2001	24-Nov-04	16:54	2004	18.29999924	13	77	27.79999924	1	male
22	2001	22-May-05	15:50	2005	18.20000076	13.10000038	77	27.5	1	male
22	2001	29-Jun-05	10:15	2005	18.10000038	12.69999981	76	27.10000038	1	male
22	2001	16-Nov-05	07:40	2005	18.20000076	13	76	28.5	1	male
23	2001	20-Mar-02	NA	2002	17.89999962	NA	75	29	1	male
23	2001	18-Jun-04	09:50	2004	18.20000076	13.39999962	76	27.20000076	1	male
23	2001	12-Mar-05	NA	2005	NA	NA	NA	NA	1	male
23	2001	18-Nov-05	12:25	2005	18.5	13.39999962	79	26.5	1	male
23	2001	30-May-06	12:10	2006	17.89999962	14	77	26.70000076	1	male
24	2001	20-Jun-03	08:20	2003	18.5	13.39999962	79	26.5	1	male
24	2001	14-May-04	18:30	2004	18.70000076	13.60000038	79	28	1	male
28	2001	22-Mar-02	NA	2002	19	NA	77	26.20000076	0	female
29	2001	03-Jun-02	NA	2002	18.5	NA	77	28	0	female
32	2001	11-Oct-01	NA	2001	17.89999962	NA	75	28.10000038	0	female
32	2001	13-Aug-03	08:00	2003	18.79999924	13.89999962	75	25.5	0	female
32	2001	09-May-04	12:00	2004	18.89999962	13.89999962	76	25.60000038	0	female
32	2001	29-Nov-04	09:20	2004	NA	NA	NA	NA	0	female
34	2001	21-Mar-02	NA	2002	18.29999924	NA	75	26.39999962	0	female
34	2001	25-Jun-02	NA	2002	18.20000076	NA	76	26.89999962	0	female
38	2001	31-May-02	NA	2002	18.5	NA	76	28.10000038	0	female
41	2001	25-May-02	NA	2002	19.10000038	NA	76	30.60000038	0	female
41	2001	03-Jun-03	12:00	2003	19	12.89999962	75	27.75	0	female
41	2001	12-Jun-03	13:00	2003	19	12.39999962	75	34.5	0	female
41	2001	09-Mar-04	11:25	2004	19.29999924	13	76	28.5	0	female
41	2001	23-Nov-04	10:06	2004	19.20000076	12.30000019	76	28	0	female
44	2001	20-Mar-02	NA	2002	18.20000076	NA	76	30.10000038	1	male
45	2001	27-Jul-02	NA	2002	18	NA	76	25.89999962	0	female
45	2001	26-May-03	12:00	2003	18	13.10000038	76	27.5	0	female
45	2001	12-Jun-03	10:00	2003	18.20000076	13	76	29	0	female
45	2001	22-Jun-03	17:15	2003	18.29999924	13.60000038	76	26.75	0	female
45	2001	03-Jun-04	17:40	2004	18.10000038	13.80000019	78	27	0	female
45	2001	14-Jul-04	17:20	2004	NA	NA	NA	26.5	0	female
45	2001	24-May-05	14:00	2005	18.5	13.5	77	27	0	female
45	2001	18-May-06	14:05	2006	18.29999924	13.5	77	NA	0	female
46	2001	31-May-02	NA	2002	17.5	NA	77	25.60000038	1	male
46	2001	16-Jun-04	07:40	2004	18.20000076	13.80000019	78	25.39999962	1	male
46	2001	26-Nov-04	14:53	2004	18.10000038	13.39999962	78	28.60000038	1	male
46	2001	26-Jun-05	16:20	2005	18.29999924	13.69999981	78	26	1	male
46	2001	19-Nov-05	14:30	2005	18.29999924	13.19999981	78	27.20000076	1	male
46	2001	23-Jul-06	17:30	2006	18	13.19999981	78	25.29999924	1	male
46	2001	01-Dec-07	NA	2007	18.39999962	13.5	78	25.20000076	1	male
51	2001	31-May-02	NA	2002	16.60000038	NA	76	26.39999962	0	female
55	2001	29-Jul-02	NA	2002	18	NA	74	26.89999962	1	male
60	2001	19-May-02	NA	2002	17.10000038	NA	76	24.79999924	0	female
60	2001	24-Jun-03	06:30	2003	17	13.5	75	24.25	0	female
76	2001	29-May-02	NA	2002	18.39999962	NA	76	27.39999962	0	female
76	2001	09-Mar-04	07:00	2004	19.20000076	13	76	27	0	female
76	2001	16-May-04	10:00	2004	19.10000038	13.30000019	78	27.79999924	0	female
76	2001	24-Nov-04	15:50	2004	19.10000038	12.5	78	30.79999924	0	female
76	2001	23-May-05	15:30	2005	19	13	79	28.89999962	0	female
83	2001	11-Oct-01	NA	2001	15	NA	76	25.89999962	0	female
83	2001	12-Oct-01	NA	2001	15.39999962	NA	77	25.60000038	0	female
83	2001	20-Mar-02	NA	2002	16.39999962	NA	75	25.20000076	0	female
91	2001	26-Jun-03	04:30	2003	18.70000076	14.5	76	27.75	0	female
92	2001	11-Oct-01	NA	2001	18.89999962	NA	79	27.70000076	0	female
104	2001	25-Jun-02	NA	2002	18.60000038	NA	78	30.39999962	1	male
104	2001	20-Jun-03	09:30	2003	18.5	14.19999981	80	28.75	1	male
108	2001	20-Mar-02	NA	2002	18.60000038	NA	78	30.5	0	female
108	2001	22-Mar-02	NA	2002	19.25	NA	79	30.35000038	0	female
110	2001	10-Mar-04	08:00	2004	19.79999924	13.89999962	80	28.89999962	1	male
110	2001	25-Nov-04	16:35	2004	20	14	80	31	1	male
114	2001	14-Jul-03	08:50	2003	18	13.69999981	78	25.5	1	male
114	2001	17-Oct-03	08:40	2003	18	NA	78	26.5	1	male
114	2001	09-Jun-04	09:30	2004	17.89999962	13.80000019	79	26.79999924	1	male
114	2001	23-Nov-04	16:50	2004	18.39999962	12.80000019	79	27.20000076	1	male
114	2001	26-Apr-05	13:00	2005	NA	NA	80	26.70000076	1	male
114	2001	07-Aug-05	07:50	2005	18	13.80000019	80	26	1	male
114	2001	17-Nov-05	18:10	2005	18.5	13.10000038	80	27.20000076	1	male
114	2001	24-May-06	13:30	2006	17.89999962	13.60000038	81	26.29999924	1	male
115	2001	13-Oct-01	NA	2001	18.20000076	NA	79	27.60000038	1	male
115	2001	21-Mar-02	NA	2002	18	NA	79	27.60000038	1	male
115	2001	06-Jun-04	18:40	2004	18	13.60000038	80	27.79999924	1	male
115	2001	23-Nov-04	17:24	2004	18.29999924	13.10000038	81	26.5	1	male
115	2001	19-May-06	16:50	2006	18.39999962	13.39999962	81	27.5	1	male
118	2001	11-Oct-01	NA	2001	16.79999924	NA	78	27.39999962	0	female
118	2001	13-Oct-01	NA	2001	17.70000076	NA	78	26.89999962	0	female
121	2001	11-Oct-01	NA	2001	17.89999962	NA	72	27	0	female
121	2001	13-Oct-01	NA	2001	18	NA	72	27.5	0	female
122	2001	14-Jun-02	NA	2002	18	NA	78	28.5	0	female
122	2001	05-Jun-03	12:00	2003	18.79999924	12.80000019	77	27.75	0	female
122	2001	07-Mar-04	07:30	2004	18.70000076	12.5	78	27.20000076	0	female
122	2001	03-Jun-04	17:50	2004	18.70000076	13	78	28.89999962	0	female
122	2001	11-Aug-04	05:30	2004	18.70000076	13.39999962	77	NA	0	female
122	2001	24-Nov-04	11:20	2004	19	13	78	25.79999924	0	female
122	2001	19-Nov-05	09:10	2005	18.60000038	13.19999981	79	26.79999924	0	female
123	2001	23-May-02	NA	2002	20.20000076	NA	76	28.10000038	0	female
123	2001	28-May-03	12:00	2003	20.39999962	13.89999962	76	31	0	female
123	2001	22-Jun-03	16:30	2003	19.89999962	13.80000019	76	29.75	0	female
126	2001	20-Mar-02	NA	2002	18.20000076	NA	82	29.29999924	1	male
126	2001	22-Mar-02	NA	2002	18.30000019	NA	81.5	28.19999981	1	male
129	2001	27-May-02	NA	2002	18.79999924	NA	77	27.70000076	1	male
129	2001	05-Jun-03	12:00	2003	19.20000076	12.5	77	27	1	male
132	2001	11-Oct-01	NA	2001	16.20000076	NA	76	25.29999924	1	male
132	2001	20-Mar-02	NA	2002	16.19999981	NA	75.5	26.10000038	1	male
132	2001	08-Jun-03	12:00	2003	17.5	14.10000038	76	26.5	1	male
132	2001	19-May-04	08:00	2004	17.79999924	13.5	77	26	1	male
132	2001	24-Nov-04	09:50	2004	17.60000038	13.10000038	78	23.79999924	1	male
144	2001	11-Oct-01	NA	2001	17.29999924	NA	79	29	1	male
145	2001	14-Jul-03	15:10	2003	18.5	14.5	80	28.75	1	male
145	2001	06-Mar-04	07:36	2004	19	13.89999962	81	28.79999924	1	male
145	2001	23-Nov-04	10:40	2004	18.60000038	13.60000038	82	27.79999924	1	male
145	2001	15-Nov-05	17:20	2005	18.55000019	14.25	82	31.75	1	male
150	2001	11-Oct-01	NA	2001	17.5	NA	78	29.5	1	male
150	2001	12-Oct-01	NA	2001	17	NA	78	29.39999962	1	male
150	2001	20-Mar-02	NA	2002	17.89999962	NA	77	29.39999962	1	male
161	2001	20-Mar-02	NA	2002	16.60000038	NA	78	26.5	1	male
161	2001	22-Mar-02	NA	2002	16.60000038	NA	77	26.5	1	male
166	2001	18-Jul-03	08:00	2003	17.79999924	13.5	79	29	1	male
166	2001	08-Mar-04	07:20	2004	18	12	81	27.89999962	1	male
166	2001	05-May-04	14:10	2004	18.29999924	13.19999981	81	29.5	1	male
166	2001	03-Jun-04	17:20	2004	18.10000038	13.10000038	82	30.5	1	male
166	2001	14-Jul-04	17:50	2004	18	13	80	30.20000076	1	male
166	2001	24-Nov-04	09:00	2004	18.10000038	12.39999962	82	26.5	1	male
166	2001	20-Nov-05	10:05	2005	18	13	82	28.20000076	1	male
166	2001	22-May-06	15:10	2006	17.89999962	12.60000038	83	29.39999962	1	male
166	2001	17-Aug-06	16:30	2006	17.70000076	13.10000038	82	28	1	male
166	2001	09-Feb-07	07:53	2007	18.29999924	13.10000038	82	27.29999924	1	male
170	2001	25-May-02	NA	2002	18.79999924	NA	76	26.39999962	0	female
178	2001	11-Oct-01	NA	2001	18.5	NA	80	31.5	1	male
178	2001	13-Jul-03	09:40	2003	19.5	14.10000038	79	30.5	1	male
206	2001	11-Oct-01	NA	2001	16.5	NA	73	24.89999962	0	female
206	2001	21-Mar-02	NA	2002	17.15000057	NA	74	24.75	0	female
206	2001	30-May-03	12:00	2003	18.29999924	13.39999962	74	24.75	0	female
206	2001	26-May-04	19:40	2004	18	13.19999981	75	32.40000153	0	female
206	2001	18-Jul-04	11:20	2004	18	13.19999981	75	25	0	female
206	2001	26-Nov-04	17:20	2004	18.10000038	13.10000038	76	29.39999962	0	female
206	2001	03-Jun-05	16:20	2005	18	13.39999962	76	26	0	female
206	2001	17-Nov-05	19:20	2005	18.39999962	13.5	76	25	0	female
206	2001	19-Jul-06	17:30	2006	18.10000038	13.39999962	75	25.79999924	0	female
206	2001	09-Feb-07	08:07	2007	18.29999924	13.80000019	76	25.60000038	0	female
212	2001	13-Oct-01	NA	2001	17.70000076	NA	76	28.29999924	1	male
249	2001	19-Jul-01	12:00	2001	NA	NA	NA	25.10000038	1	male
250	2001	19-Jul-01	12:00	2001	NA	NA	NA	22.60000038	0	female
251	2001	19-Jul-01	12:00	2001	NA	NA	NA	23	1	male
251	2001	20-Mar-02	NA	2002	18.20000076	NA	80	27.70000076	1	male
251	2001	13-Jun-04	06:40	2004	19.39999962	13.19999981	81	26.79999924	1	male
251	2001	25-Jun-05	07:50	2005	19.29999924	12.60000038	80	26.20000076	1	male
251	2001	16-Nov-05	11:00	2005	19.5	12.5	83	25.79999924	1	male
722	2001	11-May-02	12:00	2002	NA	NA	NA	27.10000038	1	male
723	2001	11-May-02	12:00	2002	NA	NA	NA	25.29999924	0	female
723	2001	03-Jun-03	12:00	2003	18	13.39999962	74	24.25	0	female
723	2001	17-Oct-03	09:00	2003	16.60000038	NA	74	24	0	female
723	2001	14-May-04	18:30	2004	17.20000076	13.5	74	25.20000076	0	female
723	2001	23-Nov-04	16:30	2004	17.29999924	12.60000038	75	25.20000076	0	female
723	2001	17-Nov-05	20:55	2005	18	13.10000038	75	24	0	female
724	2001	14-May-02	12:00	2002	NA	NA	NA	25.10000038	1	male
4376	2001	11-Jun-02	NA	2002	18.89999962	NA	78	28.20000076	0	female
4376	2001	10-Jul-03	05:00	2003	19.20000076	13.89999962	77	27.75	0	female
4376	2001	02-Jun-04	11:40	2004	19.20000076	14	78	27.60000038	0	female
4376	2001	29-Nov-04	09:15	2004	19.20000076	14	79	28.79999924	0	female
4377	2001	03-Aug-02	NA	2002	18.39999962	NA	76	28	0	female
4500	2001	09-Jul-01	NA	2001	18.39999962	NA	76	28.29999924	0	female
4501	2001	11-Oct-01	NA	2001	17.79999924	NA	76	26.60000038	0	female
4501	2001	27-Jun-02	NA	2002	18.29999924	NA	77	25.5	0	female
4501	2001	20-Jun-04	07:40	2004	18.5	14.30000019	77	26.79999924	0	female
4502	2001	11-Oct-01	NA	2001	18.39999962	NA	77	29.20000076	1	male
4503	2001	12-Oct-01	NA	2001	19	NA	74	31.39999962	1	male
4503	2001	08-May-04	12:00	2004	20	13.69999981	80	31.39999962	1	male
4503	2001	25-Nov-04	12:03	2004	19	13.5	80	31	1	male
4504	2001	14-May-02	NA	2002	19.29999924	NA	71	26.39999962	0	female
253	2002	28-May-03	12:00	2003	17.10000038	11.80000019	75	26.5	0	female
253	2002	24-Jun-03	04:30	2003	17	12.39999962	75	25.75	0	female
253	2002	10-Mar-04	07:13	2004	17	12.80000019	76	25.60000038	0	female
256	2002	03-Jun-03	12:00	2003	17.39999962	13.19999981	75	25.5	0	female
256	2002	17-May-04	10:00	2004	17.39999962	13	77	26.5	0	female
256	2002	20-May-04	16:00	2004	NA	NA	NA	27.20000076	0	female
256	2002	02-Jun-05	08:40	2005	17.79999924	13.30000019	77	26	0	female
256	2002	14-Jul-05	18:10	2005	17.39999962	13	75	25.79999924	0	female
256	2002	16-Nov-05	12:00	2005	17.5	13.19999981	78	24.89999962	0	female
256	2002	30-Jul-06	13:40	2006	17.70000076	13.5	76	25.60000038	0	female
284	2002	04-Jun-03	12:00	2003	17.5	13.10000038	75	26.75	0	female
284	2002	11-Mar-04	07:05	2004	17.70000076	12.39999962	76	26.5	0	female
284	2002	02-Jun-04	17:20	2004	17.5	13	76	28.29999924	0	female
285	2002	09-Mar-04	11:40	2004	17	13	77	24.5	1	male
285	2002	08-Jun-04	17:30	2004	16.89999962	13	77	25.5	1	male
285	2002	06-Jul-04	19:30	2004	17	12.60000038	77	26.39999962	1	male
285	2002	22-Nov-04	19:12	2004	17	13	78	26.5	1	male
285	2002	16-Nov-05	14:55	2005	17.5	13	78	26.70000076	1	male
287	2002	26-May-03	12:00	2003	18.5	14.30000019	78	27	1	male
287	2002	01-Jun-03	12:00	2003	18.5	14.30000019	79	26.75	1	male
287	2002	11-Jun-03	15:00	2003	18.79999924	13.89999962	78	27.75	1	male
287	2002	06-Mar-04	09:26	2004	19	14	79	26.70000076	1	male
287	2002	19-May-04	07:30	2004	18.79999924	14.19999981	79	27	1	male
287	2002	25-Nov-04	10:10	2004	19.10000038	13.80000019	80	28.60000038	1	male
287	2002	23-May-05	15:40	2005	18.79999924	14	80	28.60000038	1	male
287	2002	15-Nov-05	14:40	2005	19	14.39999962	80	29.79999924	1	male
298	2002	05-Jun-03	12:00	2003	18.5	13.69999981	78	27.25	0	female
301	2002	29-May-03	12:00	2003	18.89999962	12.60000038	79	25.75	1	male
301	2002	12-Jun-03	11:00	2003	19.20000076	12.89999962	79	NA	1	male
309	2002	15-Jun-03	04:45	2003	18.20000076	13.30000019	71	27.25	0	female
309	2002	07-Mar-04	12:03	2004	18.70000076	13	72	26.39999962	0	female
309	2002	09-Mar-04	08:50	2004	18.79999924	13.19999981	73	27.5	0	female
309	2002	11-Mar-04	09:20	2004	19	13	73	26.5	0	female
309	2002	30-Jul-05	08:30	2005	18.29999924	13.39999962	71	29.79999924	0	female
338	2002	29-May-03	12:00	2003	18.10000038	13	75	30	0	female
338	2002	25-Nov-04	09:35	2004	18	12.80000019	78	26.29999924	0	female
338	2002	18-Jun-05	16:45	2005	18	13.60000038	77	26.5	0	female
338	2002	20-Nov-05	09:10	2005	18.20000076	12.80000019	77	25.79999924	0	female
338	2002	27-Jul-06	13:00	2006	17.70000076	13.19999981	77	27.5	0	female
338	2002	11-Feb-07	08:20	2007	18	12.80000019	75	25.60000038	0	female
342	2002	17-Oct-03	12:20	2003	18	NA	75	26.25	0	female
342	2002	27-Jul-04	17:50	2004	18.29999924	13.30000019	75	25.20000076	0	female
342	2002	25-Nov-04	08:25	2004	18.79999924	12.80000019	75	24.60000038	0	female
346	2002	18-Jun-03	05:00	2003	18.10000038	13.30000019	74	25.75	0	female
346	2002	23-May-05	11:40	2005	18.20000076	13	76	26.39999962	0	female
353	2002	11-Jun-03	15:00	2003	16.89999962	13	74	25.75	0	female
353	2002	23-Jun-03	05:00	2003	17.39999962	12.69999981	73	23.75	0	female
353	2002	26-Nov-04	17:30	2004	17.29999924	12.5	75	25.60000038	0	female
353	2002	23-May-05	11:20	2005	17.5	13	75	23.60000038	0	female
353	2002	18-Jul-05	15:40	2005	17.29999924	13.19999981	74	24.39999962	0	female
353	2002	16-Nov-05	16:25	2005	17.60000038	12.39999962	75	25.20000076	0	female
353	2002	26-May-06	16:00	2006	17	12.80000019	75	24.70000076	0	female
354	2002	24-Jun-03	09:40	2003	18.10000038	13.19999981	77	25.25	1	male
354	2002	07-Mar-04	09:40	2004	18.20000076	13.39999962	78	25.10000038	1	male
354	2002	12-Jun-04	18:00	2004	18	13.19999981	78	27.39999962	1	male
354	2002	23-Nov-04	09:00	2004	18.20000076	12.30000019	79	25.10000038	1	male
354	2002	20-Nov-05	08:50	2005	18.39999962	13.39999962	79	24	1	male
356	2002	08-Jun-03	12:00	2003	18.5	13.30000019	79	27.75	1	male
356	2002	18-Aug-03	17:30	2003	19.10000038	13.69999981	80	33.5	1	male
356	2002	09-Jun-04	13:30	2004	19.39999962	13.80000019	80	29.39999962	1	male
356	2002	23-Nov-04	08:40	2004	19.29999924	13.39999962	81	28.20000076	1	male
356	2002	30-May-06	12:35	2006	19.20000076	13.5	81	27.60000038	1	male
363	2002	07-Jun-03	12:00	2003	19	13.5	78	31.25	1	male
363	2002	03-Jun-04	16:30	2004	18.79999924	13.19999981	80	28	1	male
370	2002	27-May-03	12:00	2003	19.20000076	13.19999981	76	28.5	1	male
370	2002	18-Jun-03	19:10	2003	19	13	76	28.25	1	male
371	2002	12-Jun-03	13:00	2003	18	13	76	30	0	female
371	2002	30-Jun-03	13:00	2003	18.70000076	13.30000019	76	26.75	0	female
371	2002	17-Oct-03	07:40	2003	18	NA	78	26.5	0	female
371	2002	08-Mar-04	06:55	2004	18.70000076	13	77	27.10000038	0	female
371	2002	09-Mar-04	07:25	2004	18.5	13.60000038	78	26.5	0	female
371	2002	24-Jun-04	17:40	2004	18.70000076	14	78	27.10000038	0	female
383	2002	10-Mar-04	08:42	2004	19.70000076	12.89999962	80	27.70000076	1	male
383	2002	11-Mar-04	09:25	2004	19.79999924	12.30000019	80	28	1	male
383	2002	16-Jun-04	11:00	2004	19.60000038	12.80000019	79	28.10000038	1	male
393	2002	28-May-03	12:00	2003	16	12.69999981	75	NA	1	male
393	2002	06-Mar-04	10:30	2004	16.70000076	12.30000019	79	25.20000076	1	male
393	2002	08-Mar-04	07:30	2004	17	12.5	79	25.39999962	1	male
393	2002	11-Mar-04	07:00	2004	16.89999962	12.80000019	79	25.20000076	1	male
393	2002	12-Jul-05	07:10	2005	16.89999962	12	77	25.5	1	male
393	2002	20-Nov-05	09:25	2005	17.10000038	12.19999981	79	25.70000076	1	male
409	2002	04-Jun-04	12:40	2004	17.5	12.89999962	80	27	1	male
409	2002	24-Nov-04	10:55	2004	18	13	81	25	1	male
416	2002	18-Jun-03	04:30	2003	19	13	77	29.25	0	female
416	2002	17-Oct-03	09:40	2003	19.29999924	NA	76	24.25	0	female
416	2002	25-Jun-04	09:27	2004	18.89999962	13.39999962	78	29.39999962	0	female
416	2002	23-Nov-04	10:55	2004	19.10000038	13	78	29	0	female
416	2002	15-Nov-05	09:20	2005	19	13.5	78	29	0	female
417	2002	28-Jul-03	14:30	2003	20	13	76	30.25	1	male
417	2002	16-Oct-03	16:10	2003	20.29999924	NA	80	29.25	1	male
417	2002	02-Jun-04	12:30	2004	19.79999924	12.39999962	81	31.10000038	1	male
417	2002	14-Jul-04	18:00	2004	20	13	80	30.60000038	1	male
417	2002	26-Nov-04	16:50	2004	20.29999924	12.69999981	82	31.60000038	1	male
417	2002	15-Nov-05	17:50	2005	20.20000076	13.30000019	81	31.79999924	1	male
417	2002	31-Jul-06	14:20	2006	20.10000038	12.89999962	81	30.29999924	1	male
417	2002	07-Feb-07	07:55	2007	20	13	82	29.39999962	1	male
418	2002	07-Mar-04	12:45	2004	20.29999924	13.89999962	82	28.70000076	1	male
418	2002	11-Mar-04	09:15	2004	20.20000076	14.10000038	82	28.5	1	male
418	2002	20-Jun-04	11:50	2004	20.10000038	13.80000019	82	30	1	male
418	2002	23-May-05	14:10	2005	20.20000076	14.10000038	83	30.60000038	1	male
418	2002	19-Nov-05	08:20	2005	20.29999924	14.39999962	84	30.89999962	1	male
418	2002	31-Jul-06	12:40	2006	20.20000076	13.80000019	83	30.39999962	1	male
418	2002	06-Feb-07	12:20	2007	20.20000076	14.39999962	83	28.20000076	1	male
