,rating,year,max_players,log.play.time,two.players,three.players,weight,mech.pca.1,mech.pca.2,mech.pca.3,log.owned,log.n.ratings
elysium,7.36414,2015,4,1.77815125038364,2.06185567010309,2.46067415730337,2.7828,-2.01238660649954,-0.122879367242378,-1.24719064256282,3.86457040685343,3.72040740080311
friday,7.25325,2011,1,1.39794000867204,0,0,2.1141,-0.763802012013039,0.673879936858499,0.15475288153248,4.22536098037266,3.96852964437484
automobile,7.37194,2009,5,2.07918124604762,1.07936507936508,1.63157894736842,3.5175,0.513994948357637,0.571572103081468,0.733617045241507,3.67219025118825,3.67705917739216
51st-state-master-set,7.90572,2016,4,1.95424250943932,2.56756756756757,2.2962962962963,2.95,-1.5747977114558,0.987410991095382,-0.930517570255247,3.53326351677871,3.28668096935493
struggle-empires,7.51452,2004,7,2.38021124171161,1.10810810810811,1.20833333333333,3.6004,0.509832139694398,0.000810800094487,1.9628899524848,3.61531865661148,3.53415307418506
manhattan-project-energy-empire,7.97629,2016,5,2.07918124604762,1.82758620689655,2.26923076923077,3.1481,0.603477898496189,0.331345954629121,0.982768664696519,3.46775605124403,3.2405492482826
wallenstein-first-edition,7.5291,2002,5,2.17609125905568,1.25,1.76086956521739,3.3133,-0.478955648921935,-0.5275366384425,1.8938024379807,3.42357351973274,3.51785541893003
citadels,7.1431,2000,8,1.77815125038364,1.75034106412005,1.90509915014164,2.061,-1.11308176802176,0.645694219746956,-1.42725474751373,4.70187007294741,4.58221113432022
carson-city,7.31274,2009,5,1.95424250943932,1.67415730337079,2.17391304347826,3.1844,0.275296531481218,-1.98271817050839,1.81850664012385,3.71256552787331,3.76230336328777
euphoria-build-better-dystopia,7.34277,2013,6,1.77815125038364,1.62820512820513,2.02941176470588,3.1117,0.308209598144434,1.73139202481343,-1.03182504988185,3.89773702534543,3.770557474851
freedom-underground-railroad,7.63346,2012,4,2.07918124604762,2.31111111111111,2.38461538461538,2.9184,0.513994948357637,0.571572103081468,0.733617045241507,3.62582671328571,3.40840957846843
last-will,7.26711,2011,5,1.8750612633917,1.90163934426229,2.2741935483871,2.6829,-0.763802012013039,0.673879936858499,0.15475288153248,3.90216612927105,3.8380931384456
evolution,7.28295,2014,6,1.84509804001426,1.78350515463918,2.25510204081633,2.4603,-0.763802012013039,0.673879936858499,0.15475288153248,4.02604272100514,3.86899690248714
stockpile,7.63908,2015,5,1.65321251377534,1.59259259259259,2,2.0811,-0.297000751085126,0.885103157318351,-0.35165340654622,3.57484119506338,3.42732378635725
ginkgopolis,7.43232,2012,5,1.65321251377534,2.38775510204082,2.50537634408602,2.9024,-1.52448695657788,-2.1975345548085,0.664148673832027,3.55834850876162,3.58024050826538
pitchcar,7.24768,1995,8,1.47712125471966,1.67105263157895,1.98795180722892,1.1279,0.735704345587537,-0.925067983148372,-0.113099262143227,3.88536122003151,3.88451215919039
shadows-over-camelot,7.15634,2005,7,1.90308998699194,1.07909604519774,1.3681592039801,2.5639,-0.680578190471898,1.20304458627644,-1.10091256438595,4.39086448437261,4.31281182621209
francis-drake,7.50835,2013,5,2.07918124604762,1.33333333333333,1.49056603773585,2.9204,-0.212603118440449,0.091937017057726,-0.092832676270994,3.64473392744719,3.511482288626
ingenious,7.17197,2004,4,1.65321251377534,2.628,2.36554621848739,1.9269,-0.998337620226219,-1.30964903374438,0.010369569171534,4.16283314387816,4.11547737418647
republic-rome,7.54862,1990,6,2.47712125471966,1.11428571428571,1.28,4.2866,1.12429061508107,1.97080096238482,0.043776291085665,3.71146978187433,3.53058385964512
roborally,7.14985,1994,8,2.07918124604762,1.34871794871795,1.80203045685279,2.4343,2.05978997029587,-1.75084156446216,-1.36317871277741,4.35659943572497,4.2909912320255
spyfall,7.18733,2014,8,1.17609125905568,1,1.07317073170732,1.2882,-0.385309890120143,-0.197001483907866,0.91368115019242,4.20205216891206,4.03730695089709
nexus-ops,7.25576,2005,4,1.95424250943932,1.9469696969697,2.35714285714286,2.2279,1.25235425350918,0.143625721620346,0.177181271489209,3.99913054128737,3.8829227906026
madeira,7.6559,2013,4,2.17609125905568,2.15686274509804,2.32608695652174,4.2524,0.509832139694398,0.000810800094487,1.9628899524848,3.59206567043225,3.38863396935179
warhammer-quest-adventure-card-game,7.61042,2015,4,1.77815125038364,2.16363636363636,2.08695652173913,2.7241,1.50278273697397,1.09991954161846,0.802704559745605,3.8258154449852,3.49748253736737
abyss,7.33269,2014,4,1.77815125038364,1.91891891891892,2.28,2.3571,-2.39087872839244,0.748002053523988,-2.00611891122276,3.83052451409726,3.74130920889957
sushi-go,7.14521,2013,5,1.17609125905568,1.61702127659574,2.35211267605634,1.1669,-2.39087872839244,0.748002053523988,-2.00611891122276,4.50074404459867,4.26458172923808
aquasphere,7.38307,2014,4,2,2.03921568627451,2.28260869565217,3.6815,0.642058586785745,-1.25560313768301,0.867022025645051,3.87034537108096,3.63588568528127
cry-havoc,7.60313,2016,4,2.07918124604762,1.88,2.21153846153846,3.2299,0.041857067662949,1.1119183693132,0.954810064369845,3.72607487021537,3.4568213480216
gears-war-board-game,7.4946,2011,4,2.25527250510331,2.30681818181818,2.32911392405063,2.8746,2.24530485078875,1.24273446314431,-0.983004121249983,3.79497574405113,3.58353881925435
starcraft-board-game,7.34292,2007,6,2.38021124171161,1.92567567567568,2.10828025477707,3.821,1.54136342526353,-0.487029550693672,0.686957920694137,3.86344182861371,3.78504495833154
dixit-journey,7.48748,2012,6,1.47712125471966,1,1.41176470588235,1.3167,-0.385309890120143,-0.197001483907866,0.91368115019242,3.80604423574809,3.53832233323144
millennium-blades,7.98677,2016,5,2.07918124604762,1.78125,2.59459459459459,3.6066,-2.39087872839244,0.748002053523988,-2.00611891122276,3.49803472368703,3.24079877111733
smash-awesome-level-9000,7.36906,2013,2,1.65321251377534,1.94736842105263,0,2.128,0.041857067662949,1.1119183693132,0.954810064369845,4.13142617214745,3.7105404479333
defenders-realm,7.38707,2010,4,1.95424250943932,2.09090909090909,2.33823529411765,2.7156,1.12429061508107,1.97080096238482,0.043776291085665,3.78038932847095,3.66247450375031
front,7.84605,1983,3,1.77815125038364,2.86486486486486,1.2,3.3889,0.13550282646474,1.44245352384783,-0.025311223418434,3.4970679363985,3.27554168840131
belfort,7.32343,2011,5,2.07918124604762,1.6039603960396,2.30357142857143,3.0431,-1.66844347025759,0.656875836560748,0.049603717533032,3.772395061082,3.6994908452722
snowdonia,7.46845,2012,5,1.95424250943932,2.11320754716981,2.40384615384615,3.008,-1.5747977114558,0.987410991095382,-0.930517570255247,3.61055370531709,3.51454775266029
ashes-rise-phoenixborn,7.60825,2015,4,2.07918124604762,2.90740740740741,1.57894736842105,2.8667,1.12429061508107,1.97080096238482,0.043776291085665,3.77144048663991,3.49150176623733
thurn-and-taxis,7.12833,2006,4,1.77815125038364,2.18141592920354,2.55555555555556,2.2629,-2.39087872839244,0.748002053523988,-2.00611891122276,4.22326224687663,4.18409493089584
dvonn,7.43044,2001,2,1.47712125471966,3,0,2.6905,0.938775734588195,-1.02277506522166,-0.336398300441757,3.65886959220196,3.55966727838806
kingdomino,7.47044,2016,4,1.30102999566398,2.484375,2.08620689655172,1.2394,-1.43084119777609,-1.86699940027386,-0.315972613956252,3.72835378202123,3.52724311638809
trains,7.25495,2012,4,1.65321251377534,2.01666666666667,2.56666666666667,2.397,-0.763802012013039,0.673879936858499,0.15475288153248,3.90460736381545,3.77626521826811
coup,7.1194,2012,6,1.17609125905568,1.20754716981132,1.69907407407407,1.4408,0.513994948357637,0.571572103081468,0.733617045241507,4.53693702270467,4.33199383804226
napoleons-triumph,7.97662,2007,2,2.25527250510331,2.88333333333333,0,3.6113,-0.385309890120143,-0.197001483907866,0.91368115019242,3.41946007278607,3.18525876529659
summoner-wars,7.33551,2009,4,1.77815125038364,2.9125,1.33962264150943,2.3028,2.44837623978941,1.14502738107103,-1.20630315954851,3.67577834167409,3.70603466071435
tzaar,7.67786,2007,2,1.77815125038364,2.96774193548387,0,2.5629,0.938775734588195,-1.02277506522166,-0.336398300441757,3.50528567414413,3.33445375115093
conflict-heroes-awakening-bear-russia-1941-42,7.56323,2008,4,2.07918124604762,2.81944444444444,1.43333333333333,2.9957,1.72449213420387,-0.396720544611385,-0.044011747639129,3.56643749219507,3.45117215751254
1989-dawn-freedom,7.89191,2012,2,2.17609125905568,3,0,3.2792,0.131340017801501,0.871692220860852,1.20396168382486,3.46448954743397,3.21298618473667
lords-vegas,7.32973,2010,4,1.77815125038364,1.56818181818182,2.1063829787234,2.3465,0.275296531481218,-1.98271817050839,1.81850664012385,3.78795612328393,3.65465775464952
duke,7.56058,2013,2,1.47712125471966,3,0,2.566,0.704240126375015,-3.00630403582454,-0.480781612802703,3.68939766282128,3.4399639359209
pandemic-reign-cthulhu,7.58091,2016,4,1.60205999132796,2.16,2.28,2.16,-0.680578190471898,1.20304458627644,-1.10091256438595,3.78161178249315,3.47538059314336
chicago-express,7.23617,2007,6,1.77815125038364,1.26724137931034,2.09859154929577,2.7965,-0.385309890120143,-0.197001483907866,0.91368115019242,3.80468451490694,3.77952434332479
agricola-revised-edition,8.39147,2016,4,2.07918124604762,2.4,2.41176470588235,3.3023,-1.5747977114558,0.987410991095382,-0.930517570255247,3.33765889102614,3.05918461763137
tajemnicze-domostwo,7.37669,2013,7,1.77815125038364,1.63636363636364,2.04255319148936,1.8793,-0.763802012013039,0.673879936858499,0.15475288153248,3.59006123080374,3.59450304382009
evolution-climate,7.94616,2016,6,1.8750612633917,1.71428571428571,2.24,2.6739,-0.763802012013039,0.673879936858499,0.15475288153248,3.63548374681491,3.22479195649268
specter-ops,7.4141,2015,5,1.95424250943932,2.14666666666667,2.43055555555556,2.4031,2.82686836168231,0.274145960304665,-0.447374890888572,3.79954730712562,3.55557807277295
one-night-ultimate-werewolf-daybreak,7.56253,2015,7,1,1,1.5,1.4478,0.513994948357637,0.571572103081468,0.733617045241507,3.82406071741865,3.43104194533589
quantum,7.35223,2013,4,1.77815125038364,2.05194805194805,2.34246575342466,2.445,3.8542368385882,-0.784455693470475,-0.494034015435941,3.74421472481417,3.64177147065396
star-trek-fleet-captains,7.58059,2011,4,1.8750612633917,2.85,1.37931034482759,3.0506,1.48995652599069,-2.38024951521427,-0.188395060000074,3.64355136856295,3.44059426183983
colosseum,7.21056,2007,5,1.95424250943932,1.03571428571429,1.87058823529412,2.7529,-0.212603118440449,0.091937017057726,-0.092832676270994,3.88354787926804,3.84720236398092
king-new-york,7.17999,2014,6,1.60205999132796,1.24615384615385,1.9047619047619,1.841,-0.301163559748365,0.31434185433137,0.877619500697071,4.15109392278506,3.94561627922673
times,7.35136,1999,18,1.95424250943932,1.02857142857143,1.02857142857143,1.223,-0.385309890120143,-0.197001483907866,0.91368115019242,3.59439255037543,3.59769518592551
pax-porfiriana,7.7026,2012,6,2.07918124604762,1.82142857142857,2.37931034482759,3.4645,-1.19630558956291,0.116529570329017,-0.171589301595306,3.52762990087134,3.30319605742049
bohnanza,7.06719,1997,7,1.65321251377534,1.31412103746398,1.84324324324324,1.6778,-1.57988302894968,0.434470999287104,-0.920848459435033,4.60515414839689,4.45937740782791
chinatown,7.23818,1999,5,1.77815125038364,1.01428571428571,1.54651162790698,2.2968,-1.43592651526996,-2.41993939208214,-0.306303503136038,3.8473875510274,3.77407880075252
thebes,7.18157,2007,4,1.77815125038364,1.99300699300699,2.69594594594595,2.1648,-0.385309890120143,-0.197001483907866,0.91368115019242,3.95429076170113,3.8879547038088
arboretum,7.37042,2015,4,1.47712125471966,2.27692307692308,2.35294117647059,2.1513,-1.81441863716286,-1.54905797131578,-1.06523177179598,3.77261504984917,3.58387859849863
raiders-north-sea,7.83339,2015,4,1.90308998699194,2.19354838709677,2.70967741935484,2.5766,-1.57988302894968,0.434470999287104,-0.920848459435033,3.46239799789896,3.26810972980848
marvel-dice-masters-avengers-vs-x-men,7.31724,2014,2,1.77815125038364,2.95348837209302,0,2.2899,1.50278273697397,1.09991954161846,0.802704559745605,3.9525502938982,3.67897337591977
fury-dracula-second-edition,7.19585,2005,5,2.25527250510331,1.90128755364807,2.35365853658537,2.9428,1.50278273697397,1.09991954161846,0.802704559745605,3.94821729355997,3.91597991414022
combat-commander-pacific,8.09071,2008,2,2.25527250510331,2.85,0,3.2092,-0.385309890120143,-0.197001483907866,0.91368115019242,3.39898106665813,3.09898963940118
fire-lake,8.08173,2014,4,2.25527250510331,2.17142857142857,1.79310344827586,3.9947,0.420349189555845,0.241036948546834,1.71373833302979,3.51201696949613,3.13640344813399
imhotep,7.32488,2016,4,1.60205999132796,1.92727272727273,2.30357142857143,2.0444,-0.174022430150893,-1.4950120752544,-0.208579315322462,3.80509287834267,3.62879748556671
advanced-squad-leader-starter-kit-1,7.78502,2004,2,2.07918124604762,2.91666666666667,0,3.7242,0.603477898496189,0.331345954629121,0.982768664696519,3.61468634228201,3.29292029960001
camel,7.1136,2014,8,1.47712125471966,1.54477611940298,2.01459854014599,1.4973,0.603477898496189,0.331345954629121,0.982768664696519,4.22639366301808,4.10315350254868
battle-five-armies,7.996,2014,2,2.38021124171161,2.90909090909091,0,3.5392,0.224985776603293,1.20222737539549,0.223840396036578,3.56925683332861,3.17055505852121
luna,7.39245,2010,4,2,2.15217391304348,2.28571428571429,3.3192,0.407522978572566,-3.23913210828589,0.722638713284105,3.62685341466673,3.51930284923543
zombicide-season-2-prison-outbreak,7.55487,2013,6,2.25527250510331,2.26086956521739,2.62962962962963,2.7232,2.24530485078875,1.24273446314431,-0.983004121249983,3.87448181769947,3.4679039465228
baseball-highlights-2045,7.68815,2015,4,1.65321251377534,2.83720930232558,1.38461538461538,2.1522,-0.763802012013039,0.673879936858499,0.15475288153248,3.39689644914252,3.3023309286844
betrayal-house-hill,7.14099,2004,6,1.77815125038364,1.16,1.68831168831169,2.3622,2.62379697268165,0.371853042377949,-0.224075852590042,4.52391547069811,4.35324283143373
carcassonne-hunters-and-gatherers,7.1465,2002,5,1.65321251377534,2.54135338345865,2.56779661016949,1.9202,-0.713491257135114,-2.51106560904538,1.74941912561975,4.07503572592219,3.98529171859289
among-stars,7.22776,2012,4,1.47712125471966,1.94915254237288,2.24193548387097,2.2368,-0.531536359298305,-1.09842581328453,-0.496036718907165,3.87355309351362,3.71883371830386
vegas-showdown,7.21768,2005,5,1.8750612633917,1.1969696969697,1.95918367346939,2.357,-0.619845498333323,-2.18053045451075,0.769297837831475,3.79802879340407,3.73870130043471
escape-curse-temple,7.09952,2012,5,1,2.01769911504425,2.2972972972973,1.4792,2.81404215069903,-3.20602309652806,-1.43847451063425,4.18760531541815,4.06970508805185
washingtons-war,7.68574,2010,2,1.95424250943932,2.9,0,2.8458,1.40913697817218,0.769384387083821,1.78282584753388,3.56702636615906,3.2895889525426
tobago,7.13329,2009,4,1.77815125038364,1.80487804878049,2.28813559322034,2.1216,1.68129784840298,-0.879960143695797,-2.12210698143735,3.96852964437484,3.9238654751855
shadows-brimstone-swamps-death,8.09923,2014,4,1.77815125038364,2,2.45454545454545,3.411,3.94788259738999,-0.453920538935841,-1.47415530322422,3.58658730467176,3.16849748352303
lord-rings-confrontation 3,7.21811,2002,2,1.47712125471966,2.96153846153846,0,2.192,0.13550282646474,1.44245352384783,-0.025311223418434,3.83733586801501,3.77136697085778
cuba,7.17591,2007,5,2.07918124604762,1.61052631578947,2.17708333333333,3.2745,-0.763802012013039,0.673879936858499,0.15475288153248,3.85985852048099,3.84547013298167
myrmes,7.34099,2012,4,2.07918124604762,2.18518518518519,2.36363636363636,3.4377,0.938775734588195,-1.02277506522166,-0.336398300441757,3.69766516264767,3.5814945422909
star-wars-card-game,7.35773,2012,2,1.77815125038364,2.92857142857143,0,2.9407,0.13550282646474,1.44245352384783,-0.025311223418434,3.91497747244433,3.63477945814595
alhambra,7.04343,2003,6,1.77815125038364,1.82650602409639,2.69213973799127,2.1181,-2.62541433660562,-1.23552691707889,-2.15050222358371,4.40060705658069,4.33621950457243
karuba,7.33412,2015,4,1.60205999132796,2.14705882352941,2.41666666666667,1.4946,-0.619845498333323,-2.18053045451075,0.769297837831475,3.74717867136016,3.583765368285
summoner-wars-phoenix-elves-vs-tundra-orcs,7.61026,2009,4,1.47712125471966,2.92857142857143,1.09090909090909,2.2987,2.44837623978941,1.14502738107103,-1.20630315954851,3.69583177282669,3.34713478291002
torres,7.175,1999,4,1.77815125038364,1.925,2.38271604938272,2.8845,0.232102245680327,-2.46595776959281,-0.259588593674365,3.92819094803876,3.84689354331663
vinhos-deluxe-edition,8.44869,2016,4,2.13033376849501,2.13333333333333,2.28571428571429,3.9853,-0.478955648921935,-0.5275366384425,1.8938024379807,3.43632170013973,2.97634997900327
mr-jack,7.08534,2006,2,1.47712125471966,2.93103448275862,0,2.1901,1.83808057306597,-0.254201478232322,-0.516462405392671,4.14955779186158,4.07725886369295
middle-earth-quest,7.39925,2009,4,2.25527250510331,2.18269230769231,2.68468468468468,3.5279,0.13550282646474,1.44245352384783,-0.025311223418434,3.72558497227069,3.53668467262093
summoner-wars-guild-dwarves-vs-cave-goblins,7.6583,2009,4,1.47712125471966,3,1.3,2.2424,2.44837623978941,1.14502738107103,-1.20630315954851,3.67182056018325,3.31407799177921
raptor,7.51397,2015,2,1.39794000867204,3,0,2.0263,1.68129784840298,-0.879960143695797,-2.12210698143735,3.64728514502537,3.40823996531185
colonists,7.96181,2016,4,2.55630250076729,2.6551724137931,2.16666666666667,4.0291,0.210985754516478,-0.95561089175867,-2.28174539990275,3.48713837547719,3.16226561429802
no-thanks,7.04215,2004,7,1.47712125471966,1.08108108108108,2.00653594771242,1.1524,-1.20139090705678,-0.436410421479261,-0.161920190775092,4.28348214704897,4.17014432264336
eminent-domain,7.13607,2011,4,1.65321251377534,2.22105263157895,2.58252427184466,2.5021,-1.5747977114558,0.987410991095382,-0.930517570255247,4.0111473607758,3.8782919492498
space-hulk,7.46083,1989,4,1.65321251377534,2.875,1.7037037037037,2.508,3.04857775891221,-1.22249412592518,-1.29409119827331,3.52309583825257,3.5063697170955
zhanguo,7.6792,2014,4,2.07918124604762,2.12121212121212,2.38888888888889,3.7644,-0.857447770814831,0.343344782323865,1.13487416932076,3.47625179600703,3.28397928423848
discworld-ankh-morpork,7.19545,2011,4,1.77815125038364,1.73333333333333,2.41353383458647,2.219,1.03064485627928,1.64026580785019,1.02389757887394,3.93464992290071,3.84689354331663
schotten-totten,7.30235,1999,2,1.30102999566398,3,0,1.7276,-1.57988302894968,0.434470999287104,-0.920848459435033,3.73870130043471,3.59039594718401
taluva,7.18917,2006,4,1.65321251377534,2.50359712230216,2.3125,2.278,0.501168737374357,-2.90859695375125,-0.257482574504173,3.7852586333577,3.78660947264866
great-zimbabwe,7.75653,2012,5,2.17609125905568,2.125,2.5,3.7246,0.589477876409375,-1.82649231252504,-1.52281713124281,3.39392600658584,3.2291697025391
jamaica,7.09587,2007,6,1.77815125038364,1.41860465116279,1.784,1.6451,0.224985776603293,1.20222737539549,0.223840396036578,4.1540281496032,4.0279201364058
age-industry,7.46501,2010,5,2.07918124604762,1.4375,2.15,3.3719,-1.5747977114558,0.987410991095382,-0.930517570255247,3.48129927333286,3.41747169320329
love-letter-batman,7.38491,2015,4,1.30102999566398,1.53571428571429,2.3448275862069,1.2273,-0.763802012013039,0.673879936858499,0.15475288153248,3.82962535335805,3.54107976777663
steampunk-rally,7.4055,2015,8,1.77815125038364,2.08333333333333,2.45,2.5068,1.81280127323889,0.685384096614832,-1.30934630437777,3.69879625179043,3.49373680227684
marvel-dice-masters-uncanny-x-men,7.40912,2014,2,1.77815125038364,2.88235294117647,0,2.3832,0.603477898496189,0.331345954629121,0.982768664696519,3.8593785044256,3.49234125325497
vasco-da-gama,7.30877,2009,4,2.07918124604762,1.90769230769231,2.28985507246377,3.245,-0.619845498333323,-2.18053045451075,0.769297837831475,3.62044838471171,3.57287160220048
yedo,7.49485,2012,5,2.25527250510331,1.97402597402597,2.34177215189873,3.3793,-1.57988302894968,0.434470999287104,-0.920848459435033,3.57588031568065,3.41697317260304
warhammer-invasion,7.27194,2009,2,1.65321251377534,2.86764705882353,0,2.7271,0.13550282646474,1.44245352384783,-0.025311223418434,3.82594514320385,3.70354929823823
yspahan,7.13361,2006,4,1.77815125038364,1.85496183206107,2.58,2.3655,0.509832139694398,0.000810800094487,1.9628899524848,3.83090929954644,3.84843545533147
tinners-trail,7.32719,2008,4,1.95424250943932,1.18,2.26315789473684,2.8257,0.603477898496189,0.331345954629121,0.982768664696519,3.55412558151301,3.53945249154946
virgin-queen,8.09842,2012,6,2.6232492903979,1.21428571428571,1.33333333333333,4.3512,1.50278273697397,1.09991954161846,0.802704559745605,3.42127479121035,3.08635983067475
shipyard,7.38442,2009,4,2.07918124604762,2.36363636363636,2.39655172413793,3.4773,-1.12590797900504,-2.83447483708577,-2.41835436725941,3.57564961475522,3.47261019759604
conan,8.04189,2016,5,2.07918124604762,1.84210526315789,1.97368421052632,2.8382,1.50278273697397,1.09991954161846,0.802704559745605,3.6170003411209,3.24551266781415
broom-service,7.29266,2015,5,1.8750612633917,1.73214285714286,2.16981132075472,2.4037,-0.385309890120143,-0.197001483907866,0.91368115019242,3.80753502806885,3.57909732655264
formula-d,7.05542,2008,10,1.77815125038364,1.4047619047619,1.734375,2,1.92756352320453,-0.494427626684669,-0.267310785937658,4.21874551222347,4.09496000243667
dungeons-dragons-legend-drizzt-board-game,7.33515,2011,5,1.77815125038364,2.28070175438596,2.61904761904762,2.6285,3.04857775891221,-1.22249412592518,-1.29409119827331,3.93227077589949,3.623972512017
mare-nostrum-empires,7.77563,2016,5,2.07918124604762,1.22727272727273,1.82142857142857,3.0294,0.593055961235539,0.529975449512426,0.707224506566371,3.56359972888153,3.24004977211265
friedrich,7.56869,2004,4,2.32221929473392,1.29166666666667,2.36619718309859,3.1691,-0.763802012013039,0.673879936858499,0.15475288153248,3.44963265047007,3.34439227368511
tyrants-underdark,7.93749,2016,4,1.77815125038364,2.05882352941176,2.375,2.5,-0.478955648921935,-0.5275366384425,1.8938024379807,3.36172783601759,3.15685190107001
legendary-villains-marvel-deck-building-game,7.74445,2014,5,1.65321251377534,2.25,2.8,2.7681,-0.385309890120143,-0.197001483907866,0.91368115019242,3.62065647981962,3.26951294421792
k2,7.13972,2010,5,1.77815125038364,2.08163265306122,2.67032967032967,2.281,-0.763802012013039,0.673879936858499,0.15475288153248,3.83866022598894,3.81736701628759
tokaido,7.08095,2012,5,1.65321251377534,1.82882882882883,2.11711711711712,1.7684,-0.302086068579002,0.332163165510073,-0.341984295726006,4.21766815128628,4.04206334943216
through-desert,7.04598,1998,5,1.65321251377534,2.29447852760736,2.61585365853659,2.2143,-0.385309890120143,-0.197001483907866,0.91368115019242,4.02661496793468,4.02620629708312
shakespeare,7.52384,2015,4,1.95424250943932,2.32075471698113,2.53571428571429,3.0261,-1.19630558956291,0.116529570329017,-0.171589301595306,3.52361641905437,3.35869609957381
medici,7.15156,1995,6,1.77815125038364,1.07352941176471,1.52439024390244,2.2782,-1.20139090705678,-0.436410421479261,-0.161920190775092,3.77085201164214,3.76282855318909
downfall-pompeii,7.13759,2004,4,1.65321251377534,1.94230769230769,2.34653465346535,1.8463,0.325748004482119,-2.13542261505817,-1.23970988146264,3.80488874462239,3.78254428401001
kingdom-builder,7.02572,2011,4,1.65321251377534,1.99519230769231,2.32380952380952,2.0735,0.642058586785745,-1.25560313768301,0.867022025645051,4.21989873904497,4.12994755728067
world-without-end,7.2903,2009,4,2.07918124604762,1.91176470588235,2.19230769230769,2.8165,-0.763802012013039,0.673879936858499,0.15475288153248,3.7238659644435,3.56902258602956
union-pacific,7.24647,1999,6,1.95424250943932,1.18181818181818,1.88524590163934,2.55,-1.19630558956291,0.116529570329017,-0.171589301595306,3.59681693591559,3.59593690626917
xcom-board-game,7.19805,2015,4,1.95424250943932,1.80519480519481,1.80281690140845,2.9076,1.12429061508107,1.97080096238482,0.043776291085665,3.91131744232403,3.71273385906995
tribune-primus-inter-pares,7.25274,2007,5,1.77815125038364,1.48275862068966,1.91666666666667,2.8856,-2.39087872839244,0.748002053523988,-2.00611891122276,3.61992771029147,3.59692681434297
harry-potter-hogwarts-battle,7.64282,2016,4,1.77815125038364,2.2,2.22857142857143,2.0526,-0.385309890120143,-0.197001483907866,0.91368115019242,3.71323846154566,3.35256838617931
port-royal,7.16559,2014,5,1.69897000433602,1.97333333333333,2.55844155844156,1.5876,-2.01238660649954,-0.122879367242378,-1.24719064256282,3.92090560416402,3.74530905994083
tash-kalar-arena-legends,7.2583,2013,4,1.77815125038364,2.87096774193548,1.8,2.8363,1.13140708415811,-1.69738418260347,-0.439652698625279,3.73925580326851,3.60766943668824
onirim-second-edition,7.34066,2014,2,1.17609125905568,2.11428571428571,0,1.6481,-2.39087872839244,0.748002053523988,-2.00611891122276,3.80064835536399,3.52061452187824
smash-science-fiction-double-feature,7.43965,2014,2,1.65321251377534,1.88888888888889,0,2.3,0.041857067662949,1.1119183693132,0.954810064369845,3.94546858513182,3.44777800929462
aeons-end,8.12544,2016,4,1.77815125038364,2.70731707317073,2.125,2.8182,-0.675492872978022,1.75598457808472,-1.11058167520616,3.41279642871654,3.13193929521042
space-empires-4x,7.59309,2011,4,2.25527250510331,2.71830985915493,1.87037037037037,3.3043,0.603477898496189,0.331345954629121,0.982768664696519,3.57909732655264,3.30835094858673
heroscape-master-set-swarm-marro,7.62657,2007,4,1.77815125038364,2.92307692307692,1.81818181818182,2.2478,1.72449213420387,-0.396720544611385,-0.044011747639129,3.62490060220449,3.3059958827708
mystic-vale,7.33145,2016,4,1.77815125038364,2.56666666666667,2.26666666666667,2.2917,-0.385309890120143,-0.197001483907866,0.91368115019242,3.72115084374968,3.51600623038605
conflict-heroes-awakening-bear-second-edition,8.13027,2012,4,2.07918124604762,3,1.6,3.2925,1.72449213420387,-0.396720544611385,-0.044011747639129,3.43039759138697,3.06707085604537
argent-consortium,7.80018,2015,5,2.17609125905568,1.85185185185185,2.76470588235294,3.7984,0.420349189555845,0.241036948546834,1.71373833302979,3.36623612371829,3.18098558078673
panamax,7.40589,2014,4,2,1.43478260869565,2.01851851851852,3.7673,0.509832139694398,0.000810800094487,1.9628899524848,3.59889988706388,3.41094585868777
homesteaders,7.31224,2009,4,1.95424250943932,1.74468085106383,2.3,3.0599,-0.385309890120143,-0.197001483907866,0.91368115019242,3.51917146382166,3.48600518636224
reef-encounter,7.17076,2004,4,2.07918124604762,2.3,2.6734693877551,3.6742,-1.90297907847077,-1.32665313404213,-0.094779594827914,3.71717102683231,3.66417170536193
brew-crafters,7.66772,2013,5,1.95424250943932,2.08695652173913,2.59259259259259,3.5714,-0.385309890120143,-0.197001483907866,0.91368115019242,3.48727981644307,3.24229290498293
cah-n-guns-second-edition,7.08237,2014,8,1.47712125471966,1,1.04081632653061,1.2851,0.513994948357637,0.571572103081468,0.733617045241507,4.06329582107352,3.87320430927704
spyrium,7.16752,2013,5,1.8750612633917,1.84444444444444,2.35365853658537,2.8967,-0.385309890120143,-0.197001483907866,0.91368115019242,3.7942091163465,3.67219025118825
elder-sign,7.01726,2011,8,1.95424250943932,2.23853211009174,2.35609756097561,2.3491,2.62379697268165,0.371853042377949,-0.224075852590042,4.39074086695292,4.19559526300553
zertz,7.31009,1999,2,1.77815125038364,2.92,0,2.7179,0.122694717651556,-1.26218400279305,-1.41199964140927,3.63958608667343,3.51798720302508
bang-dice-game,7.02753,2013,8,1.17609125905568,1.02,1.11475409836066,1.2969,1.50278273697397,1.09991954161846,0.802704559745605,4.23575563458672,4.04182676263754
summoner-wars-alliances-master-set,8.31413,2015,4,1.65321251377534,2.91666666666667,1,2.697,2.44837623978941,1.14502738107103,-1.20630315954851,3.34183005692051,2.99387691494121
